14369530-n	1
10097262-n	2
05010801-n	3
00217563-a	4
09400037-n	5
00653388-n	6
03859608-n	7
14573099-n	8
15231031-n	9
11860801-n	10
10249869-n	11
01998835-a	12
02035765-a	13
02169974-n	14
05932282-n	15
02088241-v	16
06429590-n	17
02887578-a	18
01417705-v	19
03822767-n	20
01119250-n	21
00466229-a	22
03205669-n	23
14863521-n	24
00788268-a	25
02666691-v	26
09602828-n	27
02648769-n	28
00427134-r	29
02632989-n	30
13942743-n	31
01786292-v	32
07607832-n	33
03229905-n	34
06122178-n	35
09913455-n	36
01869893-v	37
07454758-n	38
14479320-n	39
13209808-n	40
13640716-n	41
00785596-n	42
03286878-n	43
11128394-n	44
11268883-n	45
09996304-n	46
08905751-n	47
00078316-v	48
01428972-a	49
00207706-a	50
03842012-n	51
00977238-a	52
00038175-n	53
01124574-a	54
07032556-n	55
02484771-v	56
00460894-r	57
01355326-n	58
02159787-a	59
06464419-n	60
02550170-a	61
02231328-v	62
12878169-n	63
03217739-n	64
03247620-n	65
02509919-v	66
01869258-a	67
03361194-n	68
09732170-n	69
03967270-n	70
05189591-n	71
14960963-n	72
02353664-v	73
09090825-n	74
08225581-n	75
00169769-r	76
15190424-n	77
14259431-n	78
05028700-n	79
02694776-n	80
15281329-n	81
05393230-n	82
09749753-n	83
05449196-n	84
00573932-v	85
13134059-n	86
11780747-n	87
05853449-n	88
08404735-n	89
02994089-a	90
00257742-a	91
06402425-n	92
02030035-n	93
14932303-n	94
12947313-n	95
13637613-n	96
00398271-a	97
00225672-r	98
01416871-v	99
00775006-n	100
03435290-n	101
04076433-n	102
02734338-v	103
05865774-n	104
02459667-a	105
01005957-n	106
15247410-n	107
14444114-n	108
07447022-n	109
13066129-n	110
08357529-n	111
10710913-n	112
12249542-n	113
03203959-n	114
00323519-r	115
11082652-n	116
06832896-n	117
13197507-n	118
05169813-n	119
01525295-v	120
05808794-n	121
00541338-n	122
02201138-v	123
05179410-n	124
11312120-n	125
13133233-n	126
10353928-n	127
00405389-r	128
07139151-n	129
12233094-n	130
13865904-n	131
14809521-n	132
10126708-n	133
11236317-n	134
12812665-n	135
12589286-n	136
00559102-v	137
09278162-n	138
02436963-v	139
03503718-n	140
15055046-n	141
00561571-v	142
01639230-a	143
12989007-n	144
09451237-n	145
12493699-n	146
08637771-n	147
01164063-n	148
04898208-n	149
02722187-a	150
00757192-v	151
03035876-a	152
02617402-n	153
15241777-n	154
12437047-n	155
13614679-n	156
01895717-a	157
07997486-n	158
14062565-n	159
06950528-n	160
12522493-n	161
00940709-n	162
03957762-n	163
14345304-n	164
11012300-n	165
01232507-a	166
02134701-a	167
02097130-n	168
00091013-n	169
08124256-n	170
12697709-n	171
14644963-n	172
09965905-n	173
01393038-v	174
01104889-a	175
00056200-r	176
00057388-r	177
01199755-v	178
13033577-n	179
14533547-n	180
01970014-a	181
00373621-a	182
02944375-n	183
09447917-n	184
00424140-r	185
05132827-n	186
01540102-a	187
00299448-r	188
06916217-n	189
00730984-n	190
11550725-n	191
05775695-n	192
00220522-n	193
05255435-n	194
01945516-v	195
05577304-n	196
08492747-n	197
04385157-n	198
01971750-v	199
00681125-v	200
13530799-n	201
00346095-n	202
11313357-n	203
03160593-n	204
14586258-n	205
05732086-n	206
00109817-r	207
13067330-n	208
15150618-n	209
05253443-n	210
08048042-n	211
01209426-v	212
06779310-n	213
05018674-n	214
11785668-n	215
13896854-n	216
01007027-v	217
10712573-n	218
09381781-n	219
00506919-n	220
10564800-n	221
09730824-n	222
03175604-n	223
07643577-n	224
03137260-a	225
11100139-n	226
08587571-n	227
05229341-n	228
11825749-n	229
01637796-n	230
00590271-a	231
04570958-n	232
07798233-n	233
15293931-n	234
10663996-n	235
00193799-a	236
10249191-n	237
04228422-n	238
09625789-n	239
01215797-a	240
13427078-n	241
13751404-n	242
03739693-n	243
01680913-v	244
09239451-n	245
12567316-n	246
09567421-n	247
02706806-n	248
03202481-n	249
05033046-n	250
03155193-a	251
07913644-n	252
08352848-n	253
02598438-n	254
04922113-n	255
09557289-n	256
11822300-n	257
00676754-a	258
14510648-n	259
02200850-n	260
02616202-a	261
09112282-n	262
05375729-n	263
10218164-n	264
06605396-n	265
03871255-n	266
07643200-n	267
05588551-n	268
12460549-n	269
06524552-n	270
04083309-n	271
01157850-n	272
01542056-v	273
00105162-r	274
04956594-n	275
08548733-n	276
02191710-a	277
10004718-n	278
04526520-n	279
10659393-n	280
01774426-v	281
02812697-a	282
01510914-a	283
12155259-n	284
02967991-n	285
03062651-n	286
00554298-v	287
03042005-a	288
02013758-a	289
03335461-n	290
06647614-n	291
04771890-n	292
13829848-n	293
08624891-n	294
14912710-n	295
04380617-n	296
00379754-n	297
00033886-a	298
04455835-n	299
02731699-a	300
09836519-n	301
00613393-v	302
13472518-n	303
05452204-n	304
13156006-n	305
06375329-n	306
03266620-n	307
06739509-n	308
10118113-n	309
11101986-n	310
06456515-n	311
04896724-n	312
05938170-n	313
00963155-v	314
14774894-n	315
00007488-r	316
13842841-n	317
01777649-n	318
14045954-n	319
14186256-n	320
02579247-v	321
04553561-n	322
05964445-n	323
01255935-n	324
12129525-n	325
05361640-n	326
05823932-n	327
01897583-v	328
11169595-n	329
05748614-n	330
03384167-n	331
01865575-v	332
09745229-n	333
04528256-n	334
11679909-n	335
00326619-v	336
00580142-v	337
12338979-n	338
00780944-a	339
02622678-a	340
01560034-v	341
13942405-n	342
12006503-n	343
02435311-v	344
14670178-n	345
14230358-n	346
00832306-n	347
07412092-n	348
02646241-n	349
05217168-n	350
13721695-n	351
03440876-n	352
01937187-a	353
08030379-n	354
07512848-n	355
06866919-n	356
03325288-n	357
12833793-n	358
00076512-r	359
00477060-r	360
02768744-n	361
11956850-n	362
01607962-n	363
05921868-n	364
01990007-n	365
11637659-n	366
00848983-a	367
00115500-n	368
00961243-v	369
00208521-n	370
05284020-n	371
15044523-n	372
15121625-n	373
00719705-n	374
04138398-n	375
00164444-v	376
01761533-v	377
09966710-n	378
01894320-v	379
00221607-v	380
01997376-v	381
00637172-a	382
01453467-a	383
03010904-a	384
08658469-n	385
09486639-n	386
11417387-n	387
06304671-n	388
07817758-n	389
02234781-a	390
07912211-n	391
01485254-a	392
12916025-n	393
15080168-n	394
02993368-n	395
00368847-v	396
02795109-a	397
04947186-n	398
00134328-v	399
01589718-n	400
09609155-n	401
06293898-n	402
05615373-n	403
00552168-a	404
03477773-n	405
11409689-n	406
08030185-n	407
08122358-n	408
09946278-n	409
01035853-n	410
01227137-a	411
01502796-a	412
00944296-n	413
14521648-n	414
02061487-a	415
13711416-n	416
06558277-n	417
12196527-n	418
08511570-n	419
08940209-n	420
12948251-n	421
00125633-v	422
13242239-n	423
06841365-n	424
00054628-v	425
00288655-r	426
11335330-n	427
00423702-v	428
01577265-n	429
01440646-v	430
14302460-n	431
14354751-n	432
07677480-n	433
03886151-n	434
10620758-n	435
02780093-a	436
14523669-n	437
01518718-n	438
01211665-a	439
08136767-n	440
14425414-n	441
04049753-n	442
02743750-a	443
12703190-n	444
06798558-n	445
02546316-a	446
10142166-n	447
00113853-v	448
01719403-n	449
11402801-n	450
13548350-n	451
01626600-n	452
00273892-r	453
14383362-n	454
01004377-n	455
09778392-n	456
10968058-n	457
02402439-a	458
00151087-n	459
08768881-n	460
01734267-a	461
06840187-n	462
01914657-v	463
00078851-a	464
14917080-n	465
01099866-v	466
09688487-n	467
09561137-n	468
04958146-n	469
00257115-n	470
06897042-n	471
04593629-n	472
10842213-n	473
09526497-n	474
04263950-n	475
00104409-n	476
15218037-n	477
04110955-n	478
02268133-a	479
08975617-n	480
07326108-n	481
03557512-n	482
00475819-v	483
06540284-n	484
05306190-n	485
04789274-n	486
01031602-a	487
02520509-v	488
09206693-n	489
00344500-r	490
00587849-v	491
02436224-n	492
02546075-v	493
11473685-n	494
02972397-n	495
02677097-v	496
14013646-n	497
10491998-n	498
11564734-n	499
00293125-n	500
